,attribute_1,attribute_2,attribute_3,attribute_4,attribute_5,attribute_6,attribute_7,attribute_8,attribute_9,attribute_10,attribute_11,attribute_12,attribute_13,attribute_14,attribute_15,attribute_16,attribute_17,attribute_18,attribute_19,attribute_20,attribute_21,attribute_22,attribute_23,attribute_24,attribute_25,attribute_26,attribute_27,attribute_28,attribute_29,attribute_30,attribute_31,attribute_32,attribute_33,attribute_34,attribute_35,attribute_36,attribute_37,attribute_38,attribute_39,attribute_40,attribute_41,attribute_42,attribute_43,attribute_44,attribute_45,attribute_46,attribute_47,attribute_48,attribute_49,attribute_50,attribute_51,attribute_52,attribute_53,attribute_54,attribute_55,attribute_56,attribute_57,attribute_58,attribute_59,attribute_60,Class
115,0,1,1,1,1,1,2,1,2,2,1,3,3,1,3,3,1,1,4,1,4,4,1,2,4,2,2,0,2,2,2,4,2,1,2,5,2,2,4,2,2,1,1,1,1,4,2,2,2,2,0,2,4,2,2,2,2,2,4,4,0
116,3,1,3,0,1,1,1,1,1,3,2,1,2,0,2,2,2,0,2,1,4,1,1,0,4,1,4,4,1,2,2,4,0,2,2,1,1,4,2,2,2,2,0,2,0,2,4,2,2,1,0,2,2,4,2,1,4,2,1,4,0
117,1,1,1,2,2,1,1,2,2,0,3,2,3,4,0,1,1,2,0,2,0,2,1,2,0,2,0,2,1,2,2,4,2,0,2,5,2,1,1,2,1,2,2,2,2,4,2,2,1,1,1,1,1,4,2,0,2,2,2,2,0
118,3,4,2,3,1,1,0,0,1,2,1,0,2,0,1,1,3,2,0,4,2,2,0,4,4,4,1,0,0,2,2,4,0,2,2,2,1,1,0,2,2,0,0,0,2,1,2,2,2,4,2,1,0,2,4,1,4,2,2,2,0
119,1,0,2,0,2,1,2,2,0,1,3,2,2,2,1,3,2,3,0,0,1,0,2,1,4,4,1,1,2,2,2,4,0,0,2,0,2,2,0,0,1,4,2,2,2,2,0,4,2,2,0,0,0,4,2,2,2,0,4,2,0
120,1,1,1,0,3,1,2,0,2,0,2,2,2,4,1,0,0,0,1,4,2,1,4,2,1,4,2,1,0,2,2,4,2,0,2,2,0,1,1,2,1,2,1,2,2,4,2,1,0,0,2,0,2,2,1,2,2,2,1,2,0
121,1,1,3,0,1,3,3,1,2,2,0,2,3,1,3,0,3,2,0,4,0,1,4,2,1,1,0,0,2,2,2,4,2,0,2,0,2,0,2,2,2,2,1,0,4,1,2,2,2,2,0,2,0,0,2,2,0,2,2,2,0
122,3,0,0,3,2,0,3,2,0,3,2,1,0,2,3,1,1,2,2,1,1,2,2,0,0,0,2,2,2,2,2,4,0,0,2,1,4,4,2,4,2,1,4,1,4,0,1,4,1,0,4,1,4,0,0,0,1,4,4,2,0
123,4,1,1,3,2,0,1,1,1,3,2,2,1,1,1,3,2,2,4,2,2,1,4,2,4,1,2,1,1,2,2,4,2,0,2,5,0,2,0,0,2,1,4,2,4,1,4,4,4,2,2,0,4,2,2,1,0,1,4,1,0
124,1,1,0,2,0,0,0,3,1,3,2,0,0,1,3,1,0,1,1,1,0,2,1,0,0,1,4,1,0,0,2,4,0,0,2,0,2,2,2,0,1,4,0,1,0,2,4,2,4,2,4,2,2,4,2,2,4,2,0,1,0
125,0,3,1,3,2,2,1,3,2,1,3,3,0,2,0,2,0,1,4,2,1,2,0,2,0,0,2,2,0,2,2,4,2,1,2,5,1,1,4,2,1,4,2,1,1,4,2,1,1,1,1,2,2,1,0,1,4,1,4,2,0
126,4,3,1,3,2,0,1,1,3,3,2,2,1,1,2,3,2,1,4,1,4,4,1,1,4,2,0,1,2,2,2,4,0,2,2,5,2,4,1,1,1,1,4,0,0,1,1,4,0,2,2,0,2,1,1,0,0,1,1,0,0
127,4,3,0,0,2,2,1,3,1,1,2,1,1,4,3,2,2,2,0,0,0,0,1,0,2,1,4,0,0,0,2,4,0,0,2,2,0,1,1,1,0,2,1,1,4,2,2,2,2,4,4,2,0,2,2,2,1,0,2,2,0
128,0,3,1,3,2,2,1,3,2,1,3,3,0,2,0,2,0,1,4,2,1,2,0,2,0,0,2,2,0,2,2,4,2,1,2,5,1,1,4,2,1,4,2,1,1,4,2,1,1,1,1,2,2,4,1,0,1,4,1,4,0
129,4,3,1,3,2,0,1,1,3,3,2,2,1,1,2,3,2,1,4,1,4,4,1,1,4,2,0,1,2,2,2,4,0,2,2,5,2,4,1,1,1,1,4,0,0,1,1,4,0,2,2,2,0,2,1,1,0,0,1,1,0
131,3,0,2,1,3,2,2,3,2,0,2,2,0,1,0,2,1,1,4,2,1,1,0,2,0,2,4,1,4,2,2,4,0,0,2,0,0,0,2,2,2,0,1,4,1,0,2,2,2,4,2,1,2,2,2,2,0,1,0,2,0
132,4,3,3,3,3,1,3,3,2,3,1,1,3,1,1,3,2,2,4,0,4,4,2,2,2,0,4,4,4,2,2,4,2,0,2,5,2,4,2,2,2,1,4,4,1,1,2,2,2,2,0,2,2,2,0,0,2,1,1,4,0
133,0,4,0,1,1,3,2,1,1,1,2,1,3,2,3,0,2,0,4,2,0,2,0,0,0,1,4,1,0,2,2,4,0,2,1,0,1,1,4,2,1,1,1,1,4,2,2,0,2,0,0,0,4,2,2,2,2,4,1,4,0
137,4,1,1,1,0,0,1,1,0,0,2,1,1,1,3,1,1,0,2,1,0,0,2,2,0,4,4,1,0,2,2,4,4,2,2,5,2,1,4,2,0,2,4,2,1,1,4,2,2,2,0,2,2,2,0,1,0,1,1,1,0
138,4,3,2,3,2,2,3,2,2,3,3,1,3,2,3,1,2,0,4,1,2,4,1,4,4,2,2,0,0,2,2,4,0,0,0,0,2,4,2,2,2,0,4,2,2,2,0,2,0,0,4,4,2,2,2,2,0,2,4,4,0
139,1,0,0,0,1,0,2,0,2,3,2,0,0,1,3,3,3,1,4,2,1,1,0,0,2,0,4,2,1,2,2,4,4,0,2,0,0,1,1,1,4,4,1,1,1,0,2,2,2,1,0,1,2,2,2,0,2,0,2,1,0
144,3,3,2,1,3,2,1,2,3,3,2,1,3,2,2,3,1,0,1,0,4,4,1,1,4,2,2,1,0,2,2,4,0,4,2,2,2,2,2,1,2,2,2,2,1,4,4,2,1,4,1,2,2,4,4,1,1,1,1,1,0
145,3,1,3,1,0,2,1,3,1,1,1,0,2,2,3,1,0,1,1,1,0,2,2,0,0,1,4,2,0,2,2,4,2,0,2,5,2,4,1,1,1,1,0,4,1,1,4,2,2,1,1,1,4,4,2,0,1,1,1,4,0
146,1,3,0,1,3,3,1,1,1,1,0,1,1,1,1,0,2,2,1,2,4,2,2,4,0,4,4,1,0,2,2,4,2,1,0,1,2,1,0,1,0,2,2,1,1,2,1,1,1,4,1,2,4,2,2,1,1,1,1,2,0
147,1,1,1,0,1,2,2,2,2,2,1,1,2,1,0,3,1,2,0,1,4,0,1,0,4,1,2,1,0,2,2,1,2,0,2,5,2,1,1,0,2,4,2,2,1,1,2,1,0,4,1,4,0,2,2,2,1,2,1,4,0
148,4,3,2,2,1,1,3,1,1,3,0,3,3,1,1,1,3,2,2,0,2,4,0,1,2,2,2,0,0,2,2,4,0,0,2,0,2,2,2,1,4,2,2,2,2,4,2,2,1,1,2,2,0,2,2,0,0,2,2,2,0
149,4,1,2,3,1,2,3,2,2,0,3,2,0,4,1,3,2,1,4,2,2,1,1,0,1,4,2,2,4,2,2,4,0,0,2,2,2,4,1,4,1,1,1,1,2,1,0,2,1,1,0,0,1,4,1,4,2,4,2,1,0
150,1,0,2,1,1,0,1,3,1,3,2,1,1,1,1,0,0,2,0,4,2,2,2,1,1,2,4,2,2,2,2,4,2,0,2,5,0,4,1,1,1,4,0,0,0,2,0,2,1,0,2,2,2,2,4,1,2,1,0,2,0
151,1,4,2,2,0,3,2,0,2,1,3,2,0,0,2,0,0,2,2,0,2,2,4,2,2,1,0,0,4,2,2,4,2,0,2,2,2,0,0,1,4,2,1,4,2,2,2,1,1,0,4,2,2,0,2,2,0,2,2,2,0
152,3,3,1,1,2,1,0,0,0,3,0,1,1,0,0,2,3,2,2,0,1,1,4,2,4,1,1,0,0,2,2,4,2,0,2,5,2,2,0,2,2,2,2,1,4,4,1,4,0,2,2,2,0,0,2,2,0,0,1,0,0
153,3,1,1,0,3,2,2,0,2,2,0,3,2,0,0,1,1,0,4,1,1,0,0,1,2,0,1,0,0,4,2,4,2,0,2,1,1,1,0,1,0,1,2,1,1,4,2,0,1,1,1,2,2,2,0,0,1,0,2,1,0
154,0,4,2,2,0,3,3,1,1,3,3,1,0,0,2,0,0,1,0,4,2,2,4,0,1,1,4,1,0,2,2,4,0,0,2,0,4,2,2,1,0,2,2,2,1,4,2,2,2,1,4,1,4,2,2,2,1,4,0,2,0
155,1,4,1,1,2,2,0,3,1,0,3,1,3,1,3,3,1,3,1,0,4,2,2,1,4,2,4,0,0,2,2,4,2,0,2,2,0,2,2,4,1,0,4,0,1,1,0,2,0,2,1,0,0,2,1,0,2,4,4,2,0
156,4,1,3,2,3,3,3,1,3,3,1,3,1,1,0,1,1,0,0,1,4,2,4,2,4,4,2,0,0,2,2,4,2,0,2,0,0,2,1,1,0,2,2,1,4,2,1,1,1,1,1,4,2,4,0,2,2,0,0,0,0
157,3,4,2,1,1,3,2,0,2,2,2,2,1,4,3,1,3,2,2,1,1,0,1,4,2,4,1,0,1,4,2,4,2,0,2,5,2,2,2,4,1,0,2,2,1,4,2,0,2,2,4,2,1,1,0,1,1,0,2,2,0
158,0,4,2,0,2,2,1,3,2,0,1,0,1,1,0,1,1,2,0,0,2,0,4,1,0,2,4,1,4,2,2,4,2,0,5,5,2,2,2,4,2,1,4,1,1,0,2,0,2,2,2,2,2,4,2,2,0,4,0,2,0
159,0,4,3,1,1,3,3,3,1,0,0,1,3,1,3,0,1,1,0,0,1,0,0,2,4,0,1,1,0,2,2,4,1,4,2,1,4,4,2,2,2,4,4,2,1,1,0,2,2,0,1,0,2,0,2,2,0,0,2,0,0
160,0,3,1,3,2,2,2,2,2,2,0,1,3,4,2,2,2,2,0,2,1,2,4,2,4,2,1,4,2,2,2,4,2,0,2,0,2,2,1,1,0,2,0,0,0,1,0,2,2,0,2,2,1,4,1,0,2,0,0,2,0
161,3,4,2,2,2,1,0,0,2,3,2,1,1,2,0,0,2,1,2,1,0,2,2,1,0,4,1,0,0,2,2,4,0,1,5,2,2,1,1,4,1,1,1,0,4,1,1,4,1,1,1,1,4,1,1,0,4,4,1,4,0
162,1,0,0,1,0,3,3,1,1,1,0,3,2,0,2,3,1,0,0,2,4,1,0,0,1,1,1,1,0,2,2,4,2,0,2,2,1,1,4,1,4,2,1,0,2,2,0,0,2,1,1,1,1,4,2,4,2,1,1,1,0
163,1,4,1,0,3,1,0,3,3,2,3,2,2,0,2,2,2,0,4,2,4,1,0,2,0,2,2,1,0,2,2,4,2,0,2,1,0,1,0,2,1,1,0,1,2,2,2,0,2,2,1,0,2,0,4,2,0,1,0,2,0
164,4,4,2,1,1,3,1,1,0,3,1,2,3,1,0,1,2,2,2,2,2,4,2,2,0,2,2,0,2,2,2,4,2,0,2,2,0,2,2,1,4,2,1,0,4,2,2,2,4,4,2,2,2,0,4,2,2,4,4,4,0
165,0,4,1,1,3,3,3,2,1,0,3,3,2,0,1,1,3,2,2,2,1,0,1,0,2,0,4,0,4,2,2,4,2,0,2,1,2,1,0,2,2,0,2,2,4,2,2,0,2,2,0,2,2,2,2,0,1,0,2,2,0
166,3,3,1,3,1,0,3,1,0,2,1,0,3,2,2,1,1,3,0,1,2,2,0,1,0,2,0,4,1,2,2,4,2,1,2,1,1,0,0,2,1,1,1,1,2,2,2,1,1,4,1,2,2,2,0,2,2,2,0,0,0
167,3,0,3,1,3,2,2,0,2,2,0,1,0,2,1,3,0,3,2,2,0,1,0,2,2,0,2,4,2,2,2,4,2,0,2,5,2,2,4,2,1,4,2,4,2,4,0,0,0,1,0,1,0,2,1,2,1,0,1,0,0
168,1,1,2,1,0,0,1,3,1,0,2,3,1,4,3,1,1,0,2,1,0,2,2,2,1,0,4,2,0,0,2,4,2,0,2,5,2,1,1,1,0,1,1,1,1,1,0,4,2,2,1,0,1,1,4,0,1,1,1,0,0
169,3,3,2,3,2,3,0,2,1,1,1,3,1,1,2,1,0,3,2,4,0,1,1,1,2,1,4,1,0,0,2,4,2,0,2,5,2,4,1,4,1,4,4,4,1,2,2,2,1,2,2,1,1,4,2,0,2,4,0,2,0
170,3,0,0,0,2,1,3,1,0,3,1,1,3,2,1,2,2,1,2,2,4,0,4,1,1,4,2,2,4,2,2,4,0,0,2,1,1,1,1,4,1,1,0,1,0,4,4,1,1,1,1,1,1,0,2,1,0,0,0,2,0
171,4,3,1,2,2,2,1,1,2,1,3,1,1,2,0,1,2,2,1,2,2,4,1,1,0,4,1,1,4,2,2,4,0,0,2,5,2,1,4,4,4,4,1,4,1,4,0,2,2,0,2,1,4,0,0,1,2,4,4,1,0
172,3,0,1,3,2,2,3,3,3,3,2,2,0,2,2,3,2,2,1,1,1,0,2,1,0,4,4,4,2,2,2,4,0,0,2,5,0,2,0,2,4,4,4,2,4,4,0,2,2,0,0,4,0,2,4,0,0,0,2,0,0
173,4,3,0,3,2,0,0,0,2,0,2,2,3,1,1,1,0,3,1,0,0,0,0,1,1,0,0,0,1,0,2,4,0,0,2,5,4,2,1,4,1,4,4,0,4,4,2,1,0,4,1,4,0,4,2,1,0,1,0,0,0
174,4,0,2,1,3,1,1,1,3,0,3,2,1,1,0,0,2,2,2,4,2,2,1,0,0,0,0,4,4,2,2,4,0,4,2,5,4,0,4,4,0,0,2,2,2,2,4,0,1,0,4,0,4,4,4,4,1,1,0,0,0
175,3,4,3,0,3,1,0,0,1,3,3,0,0,0,0,2,0,3,2,1,1,0,1,1,4,1,4,0,0,2,2,4,0,0,2,1,0,4,4,2,0,2,1,4,0,0,4,4,2,0,4,2,4,1,1,0,1,2,4,2,0
176,0,4,1,3,3,3,1,2,1,3,3,1,0,1,1,1,0,2,2,1,4,2,2,4,4,1,0,2,0,2,2,4,0,0,2,0,2,2,2,0,0,2,2,1,4,4,2,0,2,0,2,2,0,1,1,4,2,2,4,4,0
177,0,1,1,0,0,2,0,0,2,2,2,0,3,1,3,0,3,1,0,1,1,4,1,4,2,4,0,1,0,2,2,4,0,0,2,0,0,0,0,0,4,4,0,1,0,4,0,2,0,4,2,0,0,2,0,4,1,4,2,0,0
178,3,4,3,2,1,1,1,2,3,2,2,2,2,4,2,1,0,0,0,0,2,0,4,1,1,4,2,1,0,2,2,4,2,0,2,5,0,4,0,4,4,0,1,4,0,4,2,4,2,2,2,0,4,1,0,2,4,2,4,1,0
179,1,1,0,3,1,0,0,0,2,2,0,3,3,1,1,0,2,1,0,2,0,4,4,4,4,2,2,1,0,2,2,4,2,0,2,0,4,4,4,4,2,0,2,4,0,1,0,0,0,4,1,4,4,2,0,0,4,2,4,4,0
180,0,1,3,3,1,0,2,3,2,2,0,2,2,0,0,0,1,0,0,1,4,2,0,0,2,0,4,2,0,2,2,4,2,2,0,0,0,4,0,0,1,0,2,0,4,1,0,4,0,2,0,0,4,2,0,2,0,0,2,1,0
181,3,1,1,3,1,2,2,0,1,3,3,2,2,0,0,0,1,2,4,1,1,2,2,2,4,4,0,1,0,2,2,4,2,0,2,0,2,1,2,2,0,2,2,2,1,0,2,1,4,1,0,2,2,2,2,2,0,4,4,2,0
182,4,1,0,2,1,3,1,1,3,1,1,0,2,4,2,2,1,1,4,2,2,2,1,4,2,1,0,0,0,2,2,4,0,0,2,1,0,1,1,1,1,1,4,2,1,1,0,1,1,1,1,2,2,1,1,2,1,1,4,4,0
183,1,4,1,2,1,2,3,1,2,1,0,3,3,4,2,2,1,1,2,1,1,4,1,1,1,4,0,1,1,2,2,4,2,0,2,5,4,1,4,1,4,1,1,0,2,2,0,2,1,1,1,4,2,2,2,4,0,1,4,4,0
184,1,4,2,0,3,1,1,0,2,0,0,2,2,0,2,1,3,1,0,1,1,0,4,4,2,2,1,4,1,2,2,4,2,0,2,5,2,2,1,1,4,1,1,4,1,1,1,1,0,2,2,0,1,1,1,1,4,4,4,4,0
185,1,1,3,3,3,1,3,1,1,3,0,1,1,1,0,1,3,2,2,2,2,1,4,2,0,2,2,1,0,2,2,4,2,0,2,5,2,0,1,1,0,4,1,1,1,1,0,1,1,1,4,1,0,2,0,2,2,1,1,4,0
186,4,3,3,2,1,3,2,0,1,0,2,1,0,2,1,3,1,0,4,4,2,1,4,2,2,2,2,0,0,2,2,4,2,0,2,2,0,2,1,4,0,0,2,2,0,0,1,4,4,1,1,4,2,2,1,1,0,2,1,1,0
187,0,1,1,0,3,1,1,0,2,0,0,3,2,0,1,0,3,1,0,4,2,4,4,0,4,4,2,1,0,2,2,4,0,1,1,0,1,1,4,0,1,1,4,2,2,1,1,1,4,1,4,2,2,1,4,1,1,4,4,1,0
188,3,0,1,1,2,2,1,2,2,2,0,0,1,2,2,0,0,2,2,1,4,2,1,1,4,4,1,0,0,2,2,4,0,0,2,2,1,0,4,2,2,2,1,0,4,4,2,2,1,1,0,0,1,0,1,0,1,1,1,1,0
189,4,4,3,1,1,0,3,3,3,0,0,3,1,1,0,3,3,1,2,0,4,1,4,1,0,1,1,0,0,2,2,4,2,0,2,5,1,0,2,4,0,0,0,1,0,0,1,4,0,4,0,4,4,2,4,4,4,4,1,4,0
190,4,3,1,3,3,2,2,2,1,3,3,1,0,2,2,2,1,3,2,1,1,4,2,2,1,4,2,1,0,2,2,4,2,1,2,5,1,1,2,2,2,2,0,2,2,4,4,4,4,1,4,1,1,0,4,0,0,0,1,4,0
191,0,1,0,3,2,1,1,2,3,2,2,0,0,2,1,1,2,2,2,2,1,1,4,1,0,1,0,2,0,2,2,4,2,0,2,1,0,2,2,2,0,1,4,2,1,1,0,1,4,2,2,4,4,4,4,2,4,1,1,4,0
192,1,3,2,2,0,2,0,3,1,3,3,1,0,0,2,2,0,1,2,1,2,2,0,2,0,2,2,0,1,2,2,4,2,0,2,1,1,1,0,2,1,1,4,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,0
193,4,4,1,0,2,0,0,2,1,3,2,3,3,1,3,2,2,0,4,4,4,1,4,4,0,1,0,2,4,2,2,4,2,0,2,5,2,2,0,4,2,0,4,1,0,1,1,0,1,1,0,2,4,1,1,4,2,1,1,4,0
194,1,4,2,1,1,3,3,1,2,0,2,2,2,1,1,2,2,0,0,1,4,2,4,2,0,2,0,1,2,1,2,4,0,0,2,2,1,1,1,1,0,1,4,4,4,2,2,2,4,1,1,1,0,4,0,4,4,4,2,1,0
195,4,3,2,1,0,2,0,1,2,2,2,2,3,2,3,1,1,3,2,1,0,1,0,1,1,1,0,1,0,2,2,4,2,0,1,1,0,2,2,1,4,4,1,0,4,2,4,1,1,1,0,2,4,1,1,1,0,2,0,4,0
196,3,4,2,3,2,1,1,1,1,0,0,0,2,2,2,2,0,2,4,2,4,1,1,0,4,2,2,1,0,2,2,4,0,0,2,2,1,4,4,1,1,1,1,4,2,2,1,4,4,1,0,2,2,0,4,4,1,1,0,0,0
197,0,3,0,0,1,3,2,2,0,2,2,0,0,1,1,3,2,0,4,1,2,1,2,2,4,2,1,4,2,2,2,4,2,2,2,5,0,1,1,0,1,4,1,4,1,1,1,1,4,2,4,1,1,2,0,1,1,2,1,2,0
198,1,0,2,3,2,0,0,1,2,0,1,2,2,0,2,2,1,3,2,4,0,4,1,1,1,1,1,2,0,2,2,4,0,0,1,0,2,4,2,1,1,4,2,0,2,2,1,2,1,2,2,2,0,2,2,0,2,2,1,2,0
199,0,4,2,2,3,2,2,1,3,2,2,0,2,0,3,2,0,2,2,0,2,0,1,1,4,0,4,2,0,2,2,4,0,2,2,2,2,2,4,1,1,1,1,0,2,0,2,4,1,4,1,1,1,4,2,0,4,2,0,4,0
200,0,0,2,1,0,1,0,1,1,0,1,2,2,0,3,1,3,0,2,0,4,2,1,1,0,2,4,0,0,0,2,4,2,0,2,5,4,1,0,0,0,4,0,4,1,1,1,0,1,4,4,1,4,2,0,4,4,4,2,1,0
201,0,1,0,2,0,2,2,1,3,2,0,0,1,0,2,1,0,2,1,0,2,1,4,4,0,4,4,2,0,4,2,4,2,0,2,2,2,1,1,4,4,0,0,2,0,2,2,2,4,2,1,4,2,2,4,4,2,2,4,2,0
202,4,1,2,0,2,0,1,3,2,2,1,1,0,2,0,3,2,1,4,1,2,4,2,2,0,0,4,4,4,2,2,4,0,4,2,0,0,2,1,4,2,1,4,1,0,4,4,0,1,1,4,1,4,4,4,4,2,4,1,4,0
203,4,4,3,2,0,0,0,2,0,3,3,1,3,2,1,1,2,0,2,2,1,1,4,1,0,0,0,2,0,2,2,4,4,0,2,0,2,0,0,2,0,1,4,0,4,2,4,0,2,2,2,2,0,2,1,4,0,2,2,4,0
204,3,4,2,1,0,1,0,3,1,0,0,0,1,4,2,1,1,1,1,4,2,1,4,0,0,2,1,0,0,0,2,4,0,0,0,2,2,0,2,4,4,2,4,2,2,2,2,4,4,0,1,0,2,0,2,2,2,2,4,2,0
205,4,1,3,0,0,3,3,3,2,2,0,1,1,2,0,1,3,0,2,2,1,0,0,0,4,1,0,2,0,2,2,4,2,0,2,0,4,1,1,4,0,0,2,2,2,0,4,4,0,2,2,0,1,0,0,2,2,0,2,0,0
206,1,1,0,3,1,3,0,1,0,2,2,1,3,1,1,0,1,1,4,4,2,2,2,1,4,2,1,0,0,2,2,4,2,0,2,0,2,2,1,4,2,0,4,1,4,1,2,1,4,1,4,2,2,1,1,1,4,1,0,1,0
207,0,1,3,3,3,2,1,3,2,2,1,0,2,0,1,1,3,2,0,2,1,1,0,1,4,4,0,1,1,4,2,4,0,0,2,2,2,1,4,2,2,2,2,2,1,0,4,4,4,4,4,4,1,4,4,4,1,4,4,0,0
208,3,4,2,2,0,2,1,0,2,1,3,2,0,1,1,1,0,2,2,0,2,4,4,1,4,2,4,2,0,2,2,4,0,0,2,2,1,4,2,2,2,1,4,1,1,4,2,0,2,2,1,1,0,1,1,4,1,2,2,2,0
209,4,3,3,3,0,1,1,3,1,0,1,1,3,4,1,2,2,0,2,0,1,0,0,2,0,4,1,0,0,2,2,4,2,1,1,5,1,0,1,0,2,1,1,1,1,4,1,0,2,2,1,1,1,0,1,1,1,1,1,0,0
210,1,0,0,0,3,3,2,3,2,2,0,1,2,4,2,0,3,3,1,1,1,4,4,4,1,4,1,0,2,2,2,4,2,0,2,2,0,1,1,4,2,2,0,2,1,1,4,0,2,0,1,0,1,1,1,1,4,2,2,2,0
211,0,4,1,2,3,2,2,0,2,0,3,2,1,0,2,1,3,2,0,2,2,1,0,2,1,0,1,0,0,2,2,4,2,2,2,2,0,1,4,2,4,0,1,2,4,2,2,0,1,2,2,1,1,4,1,1,1,1,4,1,0
212,3,1,1,2,3,2,2,3,3,3,3,3,3,4,2,1,3,3,1,0,1,1,0,1,1,1,4,2,0,2,2,4,2,1,2,5,1,1,4,2,2,2,2,0,1,0,0,2,1,0,0,0,0,2,2,1,4,1,1,4,0
213,1,4,3,2,1,1,1,1,0,1,1,2,1,0,1,1,0,1,0,1,2,2,1,1,1,0,2,1,0,2,2,4,2,0,1,5,1,1,1,2,0,2,2,2,4,4,2,2,2,2,0,4,2,0,2,4,2,0,2,2,0
214,4,1,3,2,2,2,0,2,0,2,2,1,1,0,1,0,3,2,0,2,4,4,1,4,2,2,1,1,4,2,2,4,0,4,2,5,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,4,2,1,1,2,4,2,0,0,0
220,0,4,1,2,3,2,2,0,2,0,3,2,1,0,2,1,3,2,0,2,2,1,0,2,1,0,1,0,0,2,2,4,2,2,2,2,0,1,4,2,4,2,4,2,4,2,2,0,1,2,2,1,1,4,1,1,1,1,4,1,0
222,1,4,3,2,1,1,1,1,0,1,1,2,1,0,1,1,0,1,0,1,2,2,1,1,1,0,2,1,0,2,2,4,2,0,1,5,1,4,1,1,2,0,2,2,2,4,4,2,2,2,2,0,4,2,0,2,4,2,0,2,0
224,1,1,0,2,1,1,3,1,3,1,3,1,0,4,2,1,3,3,4,4,2,2,1,1,0,2,0,1,0,2,2,4,0,0,2,2,2,1,1,0,1,1,1,1,0,2,2,1,4,0,4,2,2,2,0,2,0,2,4,4,0
226,1,0,3,1,3,2,1,3,1,0,1,3,3,1,1,3,3,1,0,0,0,0,4,2,2,2,0,0,0,2,2,4,0,0,2,5,1,1,4,2,2,2,4,0,1,1,2,2,0,4,2,1,4,1,0,2,1,1,4,4,0
227,4,1,1,0,3,1,1,2,1,3,1,1,3,2,1,3,2,1,1,4,1,0,4,1,1,1,1,1,1,2,2,4,2,0,2,5,2,4,2,2,1,4,1,4,2,4,1,4,4,4,2,1,1,4,4,1,1,0,4,1,0
228,1,0,3,1,0,3,1,1,2,3,2,3,1,0,0,1,1,0,2,1,1,0,4,2,2,2,2,0,0,2,2,4,2,0,2,1,0,2,0,0,1,0,1,0,0,0,4,4,0,0,0,4,0,0,0,0,4,2,0,0,0
229,4,1,1,0,3,1,1,2,1,3,1,1,3,2,3,3,2,3,1,4,1,0,4,1,1,1,1,1,0,0,2,4,2,0,2,5,4,4,4,1,4,0,2,0,4,4,4,1,1,0,4,1,0,4,2,1,1,2,1,1,0
230,3,3,0,1,0,2,1,3,1,0,1,1,3,0,2,3,2,2,1,0,0,4,2,2,1,4,1,1,0,2,2,4,0,0,2,1,2,1,1,1,1,4,0,0,0,0,4,1,1,1,4,4,4,2,2,2,1,0,1,0,0
231,1,0,2,1,3,2,2,1,1,0,3,3,2,0,1,0,1,1,4,0,1,1,0,2,2,0,2,4,4,4,2,4,0,0,2,5,4,1,4,4,2,2,2,2,0,0,4,2,2,2,4,2,1,2,2,2,4,1,0,2,0
232,4,1,1,0,0,1,0,3,2,2,0,2,2,0,0,0,1,2,1,0,0,1,0,2,0,0,0,4,1,1,2,4,2,0,2,5,2,2,0,4,2,1,1,2,4,1,4,1,1,1,1,4,0,2,2,1,2,2,2,2,0
233,1,4,0,2,0,2,2,0,0,2,2,1,0,4,1,1,0,0,0,1,2,1,4,2,0,4,2,2,2,2,2,4,2,0,2,2,2,4,2,2,1,2,1,1,0,2,2,2,2,4,1,0,1,1,0,0,4,1,4,4,0
234,0,0,1,1,3,2,0,2,3,0,2,0,2,0,1,0,1,3,2,1,4,2,1,4,2,0,2,0,4,2,2,4,0,0,2,5,2,0,2,0,2,0,0,4,2,4,2,2,2,1,1,4,2,4,2,1,1,4,0,2,0
235,3,0,0,2,3,1,0,3,1,3,1,0,2,0,0,0,3,2,4,4,4,2,0,1,1,4,1,1,0,2,2,4,0,0,2,0,4,2,1,4,4,1,4,1,4,1,4,2,0,1,0,4,0,2,1,4,4,4,1,1,0
236,1,0,1,3,0,1,0,0,2,1,0,2,1,0,1,3,2,1,1,1,4,1,1,0,0,1,1,1,1,2,2,4,2,0,2,5,2,1,1,4,0,1,2,2,1,0,2,2,2,1,1,4,1,1,0,2,1,0,2,2,0
237,1,1,3,3,1,1,3,1,1,3,2,1,3,2,1,1,1,0,2,2,2,1,0,2,0,4,2,1,0,2,2,4,2,0,2,5,2,0,1,1,2,4,1,4,1,1,0,1,1,1,4,1,2,2,2,2,2,1,1,1,0
238,1,3,3,2,1,3,2,0,1,0,2,1,3,2,1,3,1,0,1,4,2,4,4,2,2,2,2,0,0,2,2,4,2,0,2,2,0,2,1,0,2,0,0,0,0,1,0,2,1,1,1,0,1,0,1,1,1,4,1,1,0
239,0,0,1,3,3,1,3,1,1,0,0,1,2,0,1,0,3,1,0,4,2,1,4,0,1,4,2,1,0,2,2,4,3,0,2,2,1,0,1,0,1,4,1,1,4,2,1,1,0,1,4,1,4,4,2,1,4,1,4,4,0
